연도,행정구역별,인구
2000,양양군,29130
2000,충청북도,1466567
2000,읍부,228246
2000,면부,374268
2000,동부,864053
2000,청주시,586700
2000,상당구,232409
2000,흥덕구,354291
2000,충주시,217927
2000,제천시,143710
2000,청원군,116129
2000,보은군,38332
2000,옥천군,57586
2000,영동군,60468
2000,진천군,57559
2000,괴산군,38396
2000,음성군,84433
2000,단양군,36094
2000,증평출장소,29233
2000,충청남도,1845321
2000,읍부,453943
2000,면부,796021
2000,동부,595357
2000,천안시,417835
2000,공주시,130376
2000,보령시,109535
2000,아산시,180763
2000,서산시,143154
2000,논산시,137452
2000,금산군,57929
2000,연기군,80031
2000,부여군,83687
2000,서천군,66929
2000,청양군,38601
2000,홍성군,90658
2000,예산군,97669
2000,태안군,65928
2000,당진군,117652
2000,계룡시,27122
2000,전라북도,1890669
2000,읍부,148045
2000,면부,488734
2000,동부,1253890
2000,전주시,616468
2000,완산구,329608
2000,덕진구,286860
2000,군산시,272715
2000,익산시,323687
2000,정읍시,129152
2000,남원시,94926
2000,김제시,102589
2000,완주군,79137
2000,진안군,30276
2000,무주군,27462
2000,장수군,23316
2000,임실군,30799
2000,순창군,30515
2000,고창군,64936
2000,부안군,64691
2000,전라남도,1996456
2000,읍부,414955
2000,면부,768203
2000,동부,813298
2000,목포시,250480
2000,여수시,303233
2000,순천시,265930
2000,나주시,99533
2000,광양시,132639
2000,담양군,54597
2000,곡성군,38042
2000,구례군,28705
2000,고흥군,87738
2000,보성군,55924
2000,화순군,72162
2000,장흥군,48305
2000,강진군,44055
2000,해남군,89603
2000,영암군,60343
2000,무안군,62352
2000,함평군,41292
2000,영광군,65529
2000,장성군,49703
2000,완도군,61517
2000,진도군,38459
2000,신안군,46315
2000,경상북도,2724931
2000,읍부,577441
2000,면부,830297
2000,동부,1317193
2000,포항시,515714
2000,남구,264721
2000,북구,250993
2000,경주시,275842
2000,김천시,147855
2000,안동시,182098
2000,구미시,341550
2000,영주시,126507
2000,영천시,111392
2000,상주시,116493
2000,문경시,90846
2000,경산시,228206
2000,군위군,28747
2000,의성군,68353
2000,청송군,31302
2000,영양군,20735
2000,영덕군,44172
2000,청도군,48229
2000,고령군,35517
2000,성주군,47134
2000,칠곡군,101549
2000,예천군,54291
2000,봉화군,38238
2000,울진군,60011
2000,울릉군,10150
2000,경상남도,2978502
2000,읍부,478800
2000,면부,693679
2000,동부,1806023
2000,창원시,517410
2000,마산시,434371
2000,합포구,213094
2000,회원구,221277
2000,진주시,339791
2000,진해시,127578
2000,통영시,123842
2000,사천시,111078
2000,김해시,331979
2000,밀양시,115962
2000,거제시,168022
2000,양산시,191975
2000,의령군,31395
2000,함안군,58755
2000,창녕군,65369
2000,고성군,55808
2000,남해군,53144
2000,하동군,51583
2000,산청군,38190
2000,함양군,41943
2000,거창군,65963
2000,합천군,54344
2000,제주도,513260
2000,읍부,121390
2000,면부,31014
2000,동부,360856
2000,제주시,279996
2000,서귀포시,80860
2000,북제주군,87368
2000,남제주군,65036
