"행정구역별(읍면동)","연령별","항목","단위","2021 년",
"계양구","15~64세","총인구_남자(명)","","111267",
"계양구","15~64세","총인구_여자(명)","","109984",
"계양구","65세이상","총인구(명)","","40628",
"계양구","65세이상","총인구_남자(명)","","17881",
"계양구","65세이상","총인구_여자(명)","","22747",
"계양구","85세이상","총인구(명)","","4114",
"계양구","85세이상","총인구_남자(명)","","1016",
"계양구","85세이상","총인구_여자(명)","","3098",
"계양구","평균연령","총인구(명)","","43.8",
"계양구","평균연령","총인구_남자(명)","","42.9",
"계양구","평균연령","총인구_여자(명)","","44.7",
"계양구","중위연령","총인구(명)","","46.1",
"계양구","중위연령","총인구_남자(명)","","44.8",
"계양구","중위연령","총인구_여자(명)","","47.2",
"서구","합계","총인구(명)","","551026",
"서구","합계","총인구_남자(명)","","279909",
"서구","합계","총인구_여자(명)","","271117",
"서구","0~4세","총인구(명)","","20562",
"서구","0~4세","총인구_남자(명)","","10567",
"서구","0~4세","총인구_여자(명)","","9995",
"서구","5~9세","총인구(명)","","28685",
"서구","5~9세","총인구_남자(명)","","14839",
"서구","5~9세","총인구_여자(명)","","13846",
"서구","10~14세","총인구(명)","","28819",
"서구","10~14세","총인구_남자(명)","","14724",
"서구","10~14세","총인구_여자(명)","","14095",
"서구","15~19세","총인구(명)","","25671",
"서구","15~19세","총인구_남자(명)","","13192",
"서구","15~19세","총인구_여자(명)","","12479",
"서구","20~24세","총인구(명)","","30668",
"서구","20~24세","총인구_남자(명)","","15995",
"서구","20~24세","총인구_여자(명)","","14673",
"서구","25~29세","총인구(명)","","39364",
"서구","25~29세","총인구_남자(명)","","20842",
"서구","25~29세","총인구_여자(명)","","18522",
"서구","30~34세","총인구(명)","","38737",
"서구","30~34세","총인구_남자(명)","","20343",
"서구","30~34세","총인구_여자(명)","","18394",
"서구","35~39세","총인구(명)","","45044",
"서구","35~39세","총인구_남자(명)","","23593",
"서구","35~39세","총인구_여자(명)","","21451",
"서구","40~44세","총인구(명)","","48974",
"서구","40~44세","총인구_남자(명)","","25554",
"서구","40~44세","총인구_여자(명)","","23420",
"서구","45~49세","총인구(명)","","47882",
"서구","45~49세","총인구_남자(명)","","24451",
"서구","45~49세","총인구_여자(명)","","23431",
"서구","50~54세","총인구(명)","","49702",
"서구","50~54세","총인구_남자(명)","","24919",
"서구","50~54세","총인구_여자(명)","","24783",
"서구","55~59세","총인구(명)","","44707",
"서구","55~59세","총인구_남자(명)","","22734",
"서구","55~59세","총인구_여자(명)","","21973",
"서구","60~64세","총인구(명)","","39485",
"서구","60~64세","총인구_남자(명)","","20285",
"서구","60~64세","총인구_여자(명)","","19200",
"서구","65~69세","총인구(명)","","24420",
"서구","65~69세","총인구_남자(명)","","12125",
"서구","65~69세","총인구_여자(명)","","12295",
"서구","70~74세","총인구(명)","","14977",
"서구","70~74세","총인구_남자(명)","","7236",
"서구","70~74세","총인구_여자(명)","","7741",
"서구","75~79세","총인구(명)","","10268",
"서구","75~79세","총인구_남자(명)","","4486",
"서구","75~79세","총인구_여자(명)","","5782",
"서구","80~84세","총인구(명)","","7147",
"서구","80~84세","총인구_남자(명)","","2571",
"서구","80~84세","총인구_여자(명)","","4576",
"서구","85~89세","총인구(명)","","4016",
"서구","85~89세","총인구_남자(명)","","1104",
"서구","85~89세","총인구_여자(명)","","2912",
"서구","90~94세","총인구(명)","","1521",
"서구","90~94세","총인구_남자(명)","","289",
"서구","90~94세","총인구_여자(명)","","1232",
"서구","95~99세","총인구(명)","","318",
"서구","95~99세","총인구_남자(명)","","46",
"서구","95~99세","총인구_여자(명)","","272",
"서구","100세이상","총인구(명)","","59",
"서구","100세이상","총인구_남자(명)","","14",
"서구","100세이상","총인구_여자(명)","","45",
"서구","15세미만","총인구(명)","","78066",
"서구","15세미만","총인구_남자(명)","","40130",
"서구","15세미만","총인구_여자(명)","","37936",
"서구","15~64세","총인구(명)","","410234",
"서구","15~64세","총인구_남자(명)","","211908",
"서구","15~64세","총인구_여자(명)","","198326",
"서구","65세이상","총인구(명)","","62726",
"서구","65세이상","총인구_남자(명)","","27871",
"서구","65세이상","총인구_여자(명)","","34855",
"서구","85세이상","총인구(명)","","5914",
"서구","85세이상","총인구_남자(명)","","1453",
"서구","85세이상","총인구_여자(명)","","4461",
"서구","평균연령","총인구(명)","","40.7",
"서구","평균연령","총인구_남자(명)","","40",
"서구","평균연령","총인구_여자(명)","","41.5",
"서구","중위연령","총인구(명)","","41.7",
"서구","중위연령","총인구_남자(명)","","41.1",
"서구","중위연령","총인구_여자(명)","","42.5",
"미추홀구","합계","총인구(명)","","412022",
"미추홀구","합계","총인구_남자(명)","","207524",
"미추홀구","합계","총인구_여자(명)","","204498",
"미추홀구","0~4세","총인구(명)","","11620",
"미추홀구","0~4세","총인구_남자(명)","","5971",
"미추홀구","0~4세","총인구_여자(명)","","5649",
"미추홀구","5~9세","총인구(명)","","15032",
"미추홀구","5~9세","총인구_남자(명)","","7662",
"미추홀구","5~9세","총인구_여자(명)","","7370",
"미추홀구","10~14세","총인구(명)","","15200",
"미추홀구","10~14세","총인구_남자(명)","","7891",
"미추홀구","10~14세","총인구_여자(명)","","7309",
"미추홀구","15~19세","총인구(명)","","17094",
"미추홀구","15~19세","총인구_남자(명)","","8898",
"미추홀구","15~19세","총인구_여자(명)","","8196",
"미추홀구","20~24세","총인구(명)","","28722",
"미추홀구","20~24세","총인구_남자(명)","","15077",
"미추홀구","20~24세","총인구_여자(명)","","13645",
"미추홀구","25~29세","총인구(명)","","32321",
"미추홀구","25~29세","총인구_남자(명)","","17411",
"미추홀구","25~29세","총인구_여자(명)","","14910",
"미추홀구","30~34세","총인구(명)","","28009",
"미추홀구","30~34세","총인구_남자(명)","","15137",
"미추홀구","30~34세","총인구_여자(명)","","12872",
"미추홀구","35~39세","총인구(명)","","29078",
"미추홀구","35~39세","총인구_남자(명)","","15610",
"미추홀구","35~39세","총인구_여자(명)","","13468",
"미추홀구","40~44세","총인구(명)","","31296",
"미추홀구","40~44세","총인구_남자(명)","","16699",
"미추홀구","40~44세","총인구_여자(명)","","14597",
"미추홀구","45~49세","총인구(명)","","31433",
"미추홀구","45~49세","총인구_남자(명)","","16442",
"미추홀구","45~49세","총인구_여자(명)","","14991",
"미추홀구","50~54세","총인구(명)","","34007",
"미추홀구","50~54세","총인구_남자(명)","","17158",
"미추홀구","50~54세","총인구_여자(명)","","16849",
"미추홀구","55~59세","총인구(명)","","32575",
"미추홀구","55~59세","총인구_남자(명)","","16142",
"미추홀구","55~59세","총인구_여자(명)","","16433",
"미추홀구","60~64세","총인구(명)","","33756",
"미추홀구","60~64세","총인구_남자(명)","","16234",
"미추홀구","60~64세","총인구_여자(명)","","17522",
"미추홀구","65~69세","총인구(명)","","24856",
"미추홀구","65~69세","총인구_남자(명)","","11659",
"미추홀구","65~69세","총인구_여자(명)","","13197",
"미추홀구","70~74세","총인구(명)","","17655",
"미추홀구","70~74세","총인구_남자(명)","","8214",
"미추홀구","70~74세","총인구_여자(명)","","9441",
"미추홀구","75~79세","총인구(명)","","13492",
"미추홀구","75~79세","총인구_남자(명)","","5894",
"미추홀구","75~79세","총인구_여자(명)","","7598",
"미추홀구","80~84세","총인구(명)","","9274",
"미추홀구","80~84세","총인구_남자(명)","","3595",
"미추홀구","80~84세","총인구_여자(명)","","5679",
"미추홀구","85~89세","총인구(명)","","4564",
"미추홀구","85~89세","총인구_남자(명)","","1381",
"미추홀구","85~89세","총인구_여자(명)","","3183",
"미추홀구","90~94세","총인구(명)","","1612",
"미추홀구","90~94세","총인구_남자(명)","","367",
"미추홀구","90~94세","총인구_여자(명)","","1245",
"미추홀구","95~99세","총인구(명)","","368",
"미추홀구","95~99세","총인구_남자(명)","","70",
"미추홀구","95~99세","총인구_여자(명)","","298",
"미추홀구","100세이상","총인구(명)","","58",
"미추홀구","100세이상","총인구_남자(명)","","12",
"미추홀구","100세이상","총인구_여자(명)","","46",
"미추홀구","15세미만","총인구(명)","","41852",
"미추홀구","15세미만","총인구_남자(명)","","21524",
"미추홀구","15세미만","총인구_여자(명)","","20328",
"미추홀구","15~64세","총인구(명)","","298291",
"미추홀구","15~64세","총인구_남자(명)","","154808",
"미추홀구","15~64세","총인구_여자(명)","","143483",
"미추홀구","65세이상","총인구(명)","","71879",
"미추홀구","65세이상","총인구_남자(명)","","31192",
"미추홀구","65세이상","총인구_여자(명)","","40687",
"미추홀구","85세이상","총인구(명)","","6602",
"미추홀구","85세이상","총인구_남자(명)","","1830",
"미추홀구","85세이상","총인구_여자(명)","","4772",
"미추홀구","평균연령","총인구(명)","","44",
"미추홀구","평균연령","총인구_남자(명)","","42.7",
"미추홀구","평균연령","총인구_여자(명)","","45.3",
"미추홀구","중위연령","총인구(명)","","44.6",
"미추홀구","중위연령","총인구_남자(명)","","42.8",
"미추홀구","중위연령","총인구_여자(명)","","46.6",
"강화군","합계","총인구(명)","","65834",
"강화군","합계","총인구_남자(명)","","32927",
"강화군","합계","총인구_여자(명)","","32907",
"강화군","0~4세","총인구(명)","","1310",
"강화군","0~4세","총인구_남자(명)","","690",
"강화군","0~4세","총인구_여자(명)","","620",
"강화군","5~9세","총인구(명)","","1744",
"강화군","5~9세","총인구_남자(명)","","920",
"강화군","5~9세","총인구_여자(명)","","824",
"강화군","10~14세","총인구(명)","","2101",
"강화군","10~14세","총인구_남자(명)","","1091",
"강화군","10~14세","총인구_여자(명)","","1010",
"강화군","15~19세","총인구(명)","","2212",
"강화군","15~19세","총인구_남자(명)","","1177",
"강화군","15~19세","총인구_여자(명)","","1035",
"강화군","20~24세","총인구(명)","","2185",
"강화군","20~24세","총인구_남자(명)","","1286",
"강화군","20~24세","총인구_여자(명)","","899",
"강화군","25~29세","총인구(명)","","2495",
"강화군","25~29세","총인구_남자(명)","","1472",
"강화군","25~29세","총인구_여자(명)","","1023",
"강화군","30~34세","총인구(명)","","2407",
"강화군","30~34세","총인구_남자(명)","","1364",
"강화군","30~34세","총인구_여자(명)","","1043",
"강화군","35~39세","총인구(명)","","2653",
"강화군","35~39세","총인구_남자(명)","","1357",
"강화군","35~39세","총인구_여자(명)","","1296",
"강화군","40~44세","총인구(명)","","3186",
"강화군","40~44세","총인구_남자(명)","","1704",
"강화군","40~44세","총인구_여자(명)","","1482",
"강화군","45~49세","총인구(명)","","3886",
"강화군","45~49세","총인구_남자(명)","","2105",
"강화군","45~49세","총인구_여자(명)","","1781",
"강화군","50~54세","총인구(명)","","4964",
"강화군","50~54세","총인구_남자(명)","","2551",
"강화군","50~54세","총인구_여자(명)","","2413",
"강화군","55~59세","총인구(명)","","6164",
"강화군","55~59세","총인구_남자(명)","","3065",
"강화군","55~59세","총인구_여자(명)","","3099",
"강화군","60~64세","총인구(명)","","7919",
"강화군","60~64세","총인구_남자(명)","","3886",
"강화군","60~64세","총인구_여자(명)","","4033",
"강화군","65~69세","총인구(명)","","6491",
"강화군","65~69세","총인구_남자(명)","","3220",
"강화군","65~69세","총인구_여자(명)","","3271",
"강화군","70~74세","총인구(명)","","5073",
"강화군","70~74세","총인구_남자(명)","","2530",
"강화군","70~74세","총인구_여자(명)","","2543",
"강화군","75~79세","총인구(명)","","4371",
"강화군","75~79세","총인구_남자(명)","","1998",
"강화군","75~79세","총인구_여자(명)","","2373",
"강화군","80~84세","총인구(명)","","3487",
"강화군","80~84세","총인구_남자(명)","","1511",
"강화군","80~84세","총인구_여자(명)","","1976",
"강화군","85~89세","총인구(명)","","2274",
"강화군","85~89세","총인구_남자(명)","","786",
"강화군","85~89세","총인구_여자(명)","","1488",
"강화군","90~94세","총인구(명)","","730",
"강화군","90~94세","총인구_남자(명)","","176",
"강화군","90~94세","총인구_여자(명)","","554",
"강화군","95~99세","총인구(명)","","161",
"강화군","95~99세","총인구_남자(명)","","34",
"강화군","95~99세","총인구_여자(명)","","127",
"강화군","100세이상","총인구(명)","","21",
"강화군","100세이상","총인구_남자(명)","","X",
"강화군","100세이상","총인구_여자(명)","","17",
"강화군","15세미만","총인구(명)","","5155",
"강화군","15세미만","총인구_남자(명)","","2701",
"강화군","15세미만","총인구_여자(명)","","2454",
"강화군","15~64세","총인구(명)","","38071",
"강화군","15~64세","총인구_남자(명)","","19967",
"강화군","15~64세","총인구_여자(명)","","18104",
"강화군","65세이상","총인구(명)","","22608",
"강화군","65세이상","총인구_남자(명)","","10259",
"강화군","65세이상","총인구_여자(명)","","12349",
"강화군","85세이상","총인구(명)","","3186",
"강화군","85세이상","총인구_남자(명)","","1000",
"강화군","85세이상","총인구_여자(명)","","2186",
"강화군","평균연령","총인구(명)","","53.5",
"강화군","평균연령","총인구_남자(명)","","51.7",
"강화군","평균연령","총인구_여자(명)","","55.4",
"강화군","중위연령","총인구(명)","","58.3",
"강화군","중위연령","총인구_남자(명)","","56.3",
"강화군","중위연령","총인구_여자(명)","","59.9",
"옹진군","합계","총인구(명)","","18984",
"옹진군","합계","총인구_남자(명)","","10912",
"옹진군","합계","총인구_여자(명)","","8072",
"옹진군","0~4세","총인구(명)","","390",
"옹진군","0~4세","총인구_남자(명)","","193",
"옹진군","0~4세","총인구_여자(명)","","197",
"옹진군","5~9세","총인구(명)","","471",
"옹진군","5~9세","총인구_남자(명)","","241",
"옹진군","5~9세","총인구_여자(명)","","230",
"옹진군","10~14세","총인구(명)","","495",
"옹진군","10~14세","총인구_남자(명)","","260",
"옹진군","10~14세","총인구_여자(명)","","235",
"옹진군","15~19세","총인구(명)","","460",
"옹진군","15~19세","총인구_남자(명)","","267",
"옹진군","15~19세","총인구_여자(명)","","193",
"옹진군","20~24세","총인구(명)","","1078",
"옹진군","20~24세","총인구_남자(명)","","879",
"옹진군","20~24세","총인구_여자(명)","","199",
"옹진군","25~29세","총인구(명)","","1253",
"옹진군","25~29세","총인구_남자(명)","","909",
"옹진군","25~29세","총인구_여자(명)","","344",
"옹진군","30~34세","총인구(명)","","934",
"옹진군","30~34세","총인구_남자(명)","","617",
"옹진군","30~34세","총인구_여자(명)","","317",
"옹진군","35~39세","총인구(명)","","869",
"옹진군","35~39세","총인구_남자(명)","","521",
"옹진군","35~39세","총인구_여자(명)","","348",
"옹진군","40~44세","총인구(명)","","1031",
"옹진군","40~44세","총인구_남자(명)","","634",
"옹진군","40~44세","총인구_여자(명)","","397",
"옹진군","45~49세","총인구(명)","","1165",
"옹진군","45~49세","총인구_남자(명)","","757",
"옹진군","45~49세","총인구_여자(명)","","408",
"옹진군","50~54세","총인구(명)","","1403",
"옹진군","50~54세","총인구_남자(명)","","840",
"옹진군","50~54세","총인구_여자(명)","","563",
"옹진군","55~59세","총인구(명)","","1871",
"옹진군","55~59세","총인구_남자(명)","","1059",
"옹진군","55~59세","총인구_여자(명)","","812",
"옹진군","60~64세","총인구(명)","","2247",
"옹진군","60~64세","총인구_남자(명)","","1219",
"옹진군","60~64세","총인구_여자(명)","","1028",
"옹진군","65~69세","총인구(명)","","1809",
"옹진군","65~69세","총인구_남자(명)","","957",
"옹진군","65~69세","총인구_여자(명)","","852",
"옹진군","70~74세","총인구(명)","","1248",
"옹진군","70~74세","총인구_남자(명)","","644",
"옹진군","70~74세","총인구_여자(명)","","604",
"옹진군","75~79세","총인구(명)","","981",
"옹진군","75~79세","총인구_남자(명)","","457",
"옹진군","75~79세","총인구_여자(명)","","524",
"옹진군","80~84세","총인구(명)","","649",
"옹진군","80~84세","총인구_남자(명)","","274",
"옹진군","80~84세","총인구_여자(명)","","375",
"옹진군","85~89세","총인구(명)","","408",
"옹진군","85~89세","총인구_남자(명)","","133",
"옹진군","85~89세","총인구_여자(명)","","275",
"옹진군","90~94세","총인구(명)","","171",
"옹진군","90~94세","총인구_남자(명)","","37",
"옹진군","90~94세","총인구_여자(명)","","134",
"옹진군","95~99세","총인구(명)","","43",
"옹진군","95~99세","총인구_남자(명)","","11",
"옹진군","95~99세","총인구_여자(명)","","32",
"옹진군","100세이상","총인구(명)","","8",
"옹진군","100세이상","총인구_남자(명)","","X",
"옹진군","100세이상","총인구_여자(명)","","5",
"옹진군","15세미만","총인구(명)","","1356",
"옹진군","15세미만","총인구_남자(명)","","694",
"옹진군","15세미만","총인구_여자(명)","","662",
"옹진군","15~64세","총인구(명)","","12311",
"옹진군","15~64세","총인구_남자(명)","","7702",
"옹진군","15~64세","총인구_여자(명)","","4609",
"옹진군","65세이상","총인구(명)","","5317",
"옹진군","65세이상","총인구_남자(명)","","2516",
"옹진군","65세이상","총인구_여자(명)","","2801",
"옹진군","85세이상","총인구(명)","","630",
"옹진군","85세이상","총인구_남자(명)","","184",
"옹진군","85세이상","총인구_여자(명)","","446",
"옹진군","평균연령","총인구(명)","","50.6",
"옹진군","평균연령","총인구_남자(명)","","48",
"옹진군","평균연령","총인구_여자(명)","","54",
"옹진군","중위연령","총인구(명)","","54.8",
"옹진군","중위연령","총인구_남자(명)","","51.1",
"옹진군","중위연령","총인구_여자(명)","","58.9",
"동구","합계","총인구(명)","","108676",
"동구","합계","총인구_남자(명)","","53901",
"동구","합계","총인구_여자(명)","","54775",
"동구","0~4세","총인구(명)","","3370",
"동구","0~4세","총인구_남자(명)","","1731",
"동구","0~4세","총인구_여자(명)","","1639",
"동구","5~9세","총인구(명)","","3903",
"동구","5~9세","총인구_남자(명)","","2015",
"동구","5~9세","총인구_여자(명)","","1888",
"동구","10~14세","총인구(명)","","3337",
"동구","10~14세","총인구_남자(명)","","1709",
"동구","10~14세","총인구_여자(명)","","1628",
"동구","15~19세","총인구(명)","","4448",
"동구","15~19세","총인구_남자(명)","","2337",
"동구","15~19세","총인구_여자(명)","","2111",
"동구","20~24세","총인구(명)","","9799",
"동구","20~24세","총인구_남자(명)","","5130",
"동구","20~24세","총인구_여자(명)","","4669",
"동구","25~29세","총인구(명)","","8541",
"동구","25~29세","총인구_남자(명)","","4489",
"동구","25~29세","총인구_여자(명)","","4052",
"동구","30~34세","총인구(명)","","6825",
"동구","30~34세","총인구_남자(명)","","3506",
"동구","30~34세","총인구_여자(명)","","3319",
"동구","35~39세","총인구(명)","","7112",
"동구","35~39세","총인구_남자(명)","","3716",
"동구","35~39세","총인구_여자(명)","","3396",
"동구","40~44세","총인구(명)","","6971",
"동구","40~44세","총인구_남자(명)","","3708",
"동구","40~44세","총인구_여자(명)","","3263",
"동구","45~49세","총인구(명)","","6918",
"동구","45~49세","총인구_남자(명)","","3585",
"동구","45~49세","총인구_여자(명)","","3333",
"동구","50~54세","총인구(명)","","7870",
"동구","50~54세","총인구_남자(명)","","3928",
"동구","50~54세","총인구_여자(명)","","3942",
"동구","55~59세","총인구(명)","","7802",
"동구","55~59세","총인구_남자(명)","","3843",
"동구","55~59세","총인구_여자(명)","","3959",
"동구","60~64세","총인구(명)","","8580",
"동구","60~64세","총인구_남자(명)","","4116",
"동구","60~64세","총인구_여자(명)","","4464",
"동구","65~69세","총인구(명)","","6876",
"동구","65~69세","총인구_남자(명)","","3166",
"동구","65~69세","총인구_여자(명)","","3710",
"동구","70~74세","총인구(명)","","5750",
"동구","70~74세","총인구_남자(명)","","2590",
"동구","70~74세","총인구_여자(명)","","3160",
"동구","75~79세","총인구(명)","","4643",
"동구","75~79세","총인구_남자(명)","","2047",
"동구","75~79세","총인구_여자(명)","","2596",
"동구","80~84세","총인구(명)","","3437",
"동구","80~84세","총인구_남자(명)","","1462",
"동구","80~84세","총인구_여자(명)","","1975",
"동구","85~89세","총인구(명)","","1705",
"동구","85~89세","총인구_남자(명)","","629",
"동구","85~89세","총인구_여자(명)","","1076",
"동구","90~94세","총인구(명)","","633",
"동구","90~94세","총인구_남자(명)","","169",
"동구","90~94세","총인구_여자(명)","","464",
"동구","95~99세","총인구(명)","","134",
"동구","95~99세","총인구_남자(명)","","20",
"동구","95~99세","총인구_여자(명)","","114",
"동구","100세이상","총인구(명)","","22",
"동구","100세이상","총인구_남자(명)","","5",
"동구","100세이상","총인구_여자(명)","","17",
"동구","15세미만","총인구(명)","","10610",
"동구","15세미만","총인구_남자(명)","","5455",
"동구","15세미만","총인구_여자(명)","","5155",
"동구","15~64세","총인구(명)","","74866",
"동구","15~64세","총인구_남자(명)","","38358",
"동구","15~64세","총인구_여자(명)","","36508",
"동구","65세이상","총인구(명)","","23200",
"동구","65세이상","총인구_남자(명)","","10088",
"동구","65세이상","총인구_여자(명)","","13112",
"동구","85세이상","총인구(명)","","2494",
"동구","85세이상","총인구_남자(명)","","823",
"동구","85세이상","총인구_여자(명)","","1671",
"동구","평균연령","총인구(명)","","44.8",
"동구","평균연령","총인구_남자(명)","","43.4",
"동구","평균연령","총인구_여자(명)","","46.2",
"동구","중위연령","총인구(명)","","45",
"동구","중위연령","총인구_남자(명)","","43",
"동구","중위연령","총인구_여자(명)","","47.4",
"서구","합계","총인구(명)","","290565",
"서구","합계","총인구_남자(명)","","143071",
"서구","합계","총인구_여자(명)","","147494",
"서구","0~4세","총인구(명)","","7995",
"서구","0~4세","총인구_남자(명)","","4120",
"서구","0~4세","총인구_여자(명)","","3875",
"서구","5~9세","총인구(명)","","12266",
"서구","5~9세","총인구_남자(명)","","6387",
"서구","5~9세","총인구_여자(명)","","5879",
"서구","10~14세","총인구(명)","","14098",
"서구","10~14세","총인구_남자(명)","","7371",
"서구","10~14세","총인구_여자(명)","","6727",
"서구","15~19세","총인구(명)","","14566",
"서구","15~19세","총인구_남자(명)","","7728",
"서구","15~19세","총인구_여자(명)","","6838",
"서구","20~24세","총인구(명)","","19964",
"서구","20~24세","총인구_남자(명)","","10202",
"서구","20~24세","총인구_여자(명)","","9762",
"서구","25~29세","총인구(명)","","22596",
"서구","25~29세","총인구_남자(명)","","11452",
"서구","25~29세","총인구_여자(명)","","11144",
"서구","30~34세","총인구(명)","","16669",
"서구","30~34세","총인구_남자(명)","","8627",
"서구","30~34세","총인구_여자(명)","","8042",
"서구","35~39세","총인구(명)","","18678",
"서구","35~39세","총인구_남자(명)","","9389",
"서구","35~39세","총인구_여자(명)","","9289",
"서구","40~44세","총인구(명)","","22271",
"서구","40~44세","총인구_남자(명)","","10893",
"서구","40~44세","총인구_여자(명)","","11378",
"서구","45~49세","총인구(명)","","25121",
"서구","45~49세","총인구_남자(명)","","12169",
"서구","45~49세","총인구_여자(명)","","12952",
"서구","50~54세","총인구(명)","","27329",
"서구","50~54세","총인구_남자(명)","","13508",
"서구","50~54세","총인구_여자(명)","","13821",
"서구","55~59세","총인구(명)","","23172",
"서구","55~59세","총인구_남자(명)","","11496",
"서구","55~59세","총인구_여자(명)","","11676",
"서구","60~64세","총인구(명)","","21828",
"서구","60~64세","총인구_남자(명)","","10474",
"서구","60~64세","총인구_여자(명)","","11354",
"서구","65~69세","총인구(명)","","14824",
"서구","65~69세","총인구_남자(명)","","7047",
"서구","65~69세","총인구_여자(명)","","7777",
"서구","70~74세","총인구(명)","","11387",
"서구","70~74세","총인구_남자(명)","","5224",
"서구","70~74세","총인구_여자(명)","","6163",
"서구","75~79세","총인구(명)","","8254",
"서구","75~79세","총인구_남자(명)","","3633",
"서구","75~79세","총인구_여자(명)","","4621",
"서구","80~84세","총인구(명)","","5633",
"서구","80~84세","총인구_남자(명)","","2202",
"서구","80~84세","총인구_여자(명)","","3431",
"서구","85~89세","총인구(명)","","2756",
"서구","85~89세","총인구_남자(명)","","882",
"서구","85~89세","총인구_여자(명)","","1874",
"서구","90~94세","총인구(명)","","916",
"서구","90~94세","총인구_남자(명)","","237",
"서구","90~94세","총인구_여자(명)","","679",
"서구","95~99세","총인구(명)","","210",
"서구","95~99세","총인구_남자(명)","","29",
"서구","95~99세","총인구_여자(명)","","181",
"서구","100세이상","총인구(명)","","32",
"서구","100세이상","총인구_남자(명)","","X",
"서구","100세이상","총인구_여자(명)","","31",
"서구","15세미만","총인구(명)","","34359",
"서구","15세미만","총인구_남자(명)","","17878",
"서구","15세미만","총인구_여자(명)","","16481",
"서구","15~64세","총인구(명)","","212194",
"서구","15~64세","총인구_남자(명)","","105938",
"서구","15~64세","총인구_여자(명)","","106256",
"서구","65세이상","총인구(명)","","44012",
"서구","65세이상","총인구_남자(명)","","19255",
"서구","65세이상","총인구_여자(명)","","24757",
"서구","85세이상","총인구(명)","","3914",
"서구","85세이상","총인구_남자(명)","","1149",
"서구","85세이상","총인구_여자(명)","","2765",
"서구","평균연령","총인구(명)","","42.7",
"서구","평균연령","총인구_남자(명)","","41.6",
"서구","평균연령","총인구_여자(명)","","43.8",
"서구","중위연령","총인구(명)","","44.1",
"서구","중위연령","총인구_남자(명)","","42.8",
"서구","중위연령","총인구_여자(명)","","45.4",
"남구","합계","총인구(명)","","216266",
"남구","합계","총인구_남자(명)","","103912",
"남구","합계","총인구_여자(명)","","112354",
"남구","0~4세","총인구(명)","","6331",
"남구","0~4세","총인구_남자(명)","","3242",
"남구","0~4세","총인구_여자(명)","","3089",
"남구","5~9세","총인구(명)","","10497",
"남구","5~9세","총인구_남자(명)","","5313",
"남구","5~9세","총인구_여자(명)","","5184",
"남구","10~14세","총인구(명)","","11215",
"남구","10~14세","총인구_남자(명)","","5609",
"남구","10~14세","총인구_여자(명)","","5606",
"남구","15~19세","총인구(명)","","11042",
"남구","15~19세","총인구_남자(명)","","5475",
"남구","15~19세","총인구_여자(명)","","5567",
"남구","20~24세","총인구(명)","","14711",
"남구","20~24세","총인구_남자(명)","","7376",
"남구","20~24세","총인구_여자(명)","","7335",
"남구","25~29세","총인구(명)","","13687",
"남구","25~29세","총인구_남자(명)","","6972",
"남구","25~29세","총인구_여자(명)","","6715",
"남구","30~34세","총인구(명)","","11164",
"남구","30~34세","총인구_남자(명)","","5645",
"남구","30~34세","총인구_여자(명)","","5519",
"남구","35~39세","총인구(명)","","13915",
"남구","35~39세","총인구_남자(명)","","6720",
"남구","35~39세","총인구_여자(명)","","7195",
"남구","40~44세","총인구(명)","","16681",
"남구","40~44세","총인구_남자(명)","","8162",
"남구","40~44세","총인구_여자(명)","","8519",
"남구","45~49세","총인구(명)","","17119",
"남구","45~49세","총인구_남자(명)","","8543",
"남구","45~49세","총인구_여자(명)","","8576",
"남구","50~54세","총인구(명)","","17525",
"남구","50~54세","총인구_남자(명)","","8448",
"남구","50~54세","총인구_여자(명)","","9077",
"남구","55~59세","총인구(명)","","15954",
"남구","55~59세","총인구_남자(명)","","7588",
"남구","55~59세","총인구_여자(명)","","8366",
"남구","60~64세","총인구(명)","","16996",
"남구","60~64세","총인구_남자(명)","","7813",
"남구","60~64세","총인구_여자(명)","","9183",
"남구","65~69세","총인구(명)","","12565",
"남구","65~69세","총인구_남자(명)","","5849",
"남구","65~69세","총인구_여자(명)","","6716",
"남구","70~74세","총인구(명)","","10251",
"남구","70~74세","총인구_남자(명)","","4581",
"남구","70~74세","총인구_여자(명)","","5670",
"남구","75~79세","총인구(명)","","7515",
"남구","75~79세","총인구_남자(명)","","3394",
"남구","75~79세","총인구_여자(명)","","4121",
"남구","80~84세","총인구(명)","","5317",
"남구","80~84세","총인구_남자(명)","","2118",
"남구","80~84세","총인구_여자(명)","","3199",
"남구","85~89세","총인구(명)","","2619",
"남구","85~89세","총인구_남자(명)","","817",
"남구","85~89세","총인구_여자(명)","","1802",
"남구","90~94세","총인구(명)","","936",
"남구","90~94세","총인구_남자(명)","","210",
"남구","90~94세","총인구_여자(명)","","726",
"남구","95~99세","총인구(명)","","200",
"남구","95~99세","총인구_남자(명)","","35",
"남구","95~99세","총인구_여자(명)","","165",
"남구","100세이상","총인구(명)","","26",
"남구","100세이상","총인구_남자(명)","","X",
"남구","100세이상","총인구_여자(명)","","24",
"남구","15세미만","총인구(명)","","28043",
"남구","15세미만","총인구_남자(명)","","14164",
"남구","15세미만","총인구_여자(명)","","13879",
"남구","15~64세","총인구(명)","","148794",
"남구","15~64세","총인구_남자(명)","","72742",
"남구","15~64세","총인구_여자(명)","","76052",
