연도,행정구역별,인구
2010,동부,1270833
2010,읍부,137945
2010,면부,368442
2010,전주시,649728
2010,완산구,361877
2010,덕진구,287851
2010,군산시,260546
2010,익산시,296366
2010,정읍시,110352
2010,남원시,78770
2010,김제시,83302
2010,완주군,83408
2010,진안군,20446
2010,무주군,21827
2010,장수군,19424
2010,임실군,23663
2010,순창군,25241
2010,고창군,53333
2010,부안군,50814
2010,전라남도,1741499
2010,동부,801122
2010,읍부,371572
2010,면부,568805
2010,목포시,249960
2010,여수시,269937
2010,순천시,258670
2010,나주시,78679
2010,광양시,137810
2010,담양군,41027
2010,곡성군,27272
2010,구례군,22419
2010,고흥군,63392
2010,보성군,40166
2010,화순군,62219
2010,장흥군,35763
2010,강진군,34204
2010,해남군,66042
2010,영암군,58748
2010,무안군,68462
2010,함평군,30995
2010,영광군,48663
2010,장성군,38507
2010,완도군,46777
2010,진도군,28565
2010,신안군,33222
2010,경상북도,2600032
2010,동부,1393288
2010,읍부,583985
2010,면부,622759
2010,포항시,511390
2010,남구,252528
2010,북구,258862
2010,경주시,256150
2010,김천시,127889
2010,안동시,166197
2010,구미시,402607
2010,영주시,108888
2010,영천시,95256
2010,상주시,98103
2010,문경시,69021
2010,경산시,266036
2010,군위군,19993
2010,의성군,51247
2010,청송군,24008
2010,영양군,16540
2010,영덕군,36428
2010,청도군,38228
2010,고령군,31817
2010,성주군,36859
2010,칠곡군,114246
2010,예천군,43015
2010,봉화군,31242
2010,울진군,47108
2010,울릉군,7764
2010,경상남도,3160154
2010,동부,2029887
2010,읍부,391164
2010,면부,739103
2010,진주시,337896
2010,통영시,129366
2010,사천시,107524
2010,김해시,494510
2010,밀양시,99128
2010,거제시,231271
2010,양산시,252507
2010,창원시,1058021
2010,의창구,242458
2010,성산구,247613
2010,마산합포구,176725
2010,마산회원구,218987
2010,진해구,172238
2010,의령군,25602
2010,함안군,60794
2010,창녕군,55189
2010,고성군,51703
2010,남해군,43919
2010,하동군,41862
2010,산청군,31898
2010,함양군,38002
2010,거창군,57323
2010,합천군,43639
2010,제주특별자치도,531905
2010,동부,397182
2010,읍부,108589
2010,면부,26134
2010,제주시,401192
2010,서귀포시,130713
